filepath_video,filepath_audio,speaker_id
data/processed/attempt2_standardized_subset/id04589/cG4FJ7wp2z4/00370_video.mp4,data/processed/attempt2_standardized_subset/id04589/cG4FJ7wp2z4/00370_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/cG4FJ7wp2z4/00364_video.mp4,data/processed/attempt2_standardized_subset/id04589/cG4FJ7wp2z4/00364_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/cG4FJ7wp2z4/00362_video.mp4,data/processed/attempt2_standardized_subset/id04589/cG4FJ7wp2z4/00362_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/cG4FJ7wp2z4/00368_video.mp4,data/processed/attempt2_standardized_subset/id04589/cG4FJ7wp2z4/00368_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/cG4FJ7wp2z4/00365_video.mp4,data/processed/attempt2_standardized_subset/id04589/cG4FJ7wp2z4/00365_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/cG4FJ7wp2z4/00371_video.mp4,data/processed/attempt2_standardized_subset/id04589/cG4FJ7wp2z4/00371_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/cG4FJ7wp2z4/00363_video.mp4,data/processed/attempt2_standardized_subset/id04589/cG4FJ7wp2z4/00363_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/lg6ATeWaihU/00391_video.mp4,data/processed/attempt2_standardized_subset/id04589/lg6ATeWaihU/00391_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/lg6ATeWaihU/00390_video.mp4,data/processed/attempt2_standardized_subset/id04589/lg6ATeWaihU/00390_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/lg6ATeWaihU/00395_video.mp4,data/processed/attempt2_standardized_subset/id04589/lg6ATeWaihU/00395_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/lg6ATeWaihU/00393_video.mp4,data/processed/attempt2_standardized_subset/id04589/lg6ATeWaihU/00393_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/lg6ATeWaihU/00394_video.mp4,data/processed/attempt2_standardized_subset/id04589/lg6ATeWaihU/00394_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/lg6ATeWaihU/00392_video.mp4,data/processed/attempt2_standardized_subset/id04589/lg6ATeWaihU/00392_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00419_video.mp4,data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00419_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00414_video.mp4,data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00414_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00412_video.mp4,data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00412_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00418_video.mp4,data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00418_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00420_video.mp4,data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00420_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00415_video.mp4,data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00415_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00413_video.mp4,data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00413_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00416_video.mp4,data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00416_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00417_video.mp4,data/processed/attempt2_standardized_subset/id04589/ntpwG9yp9Iw/00417_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/uVa3970fwjY/00442_video.mp4,data/processed/attempt2_standardized_subset/id04589/uVa3970fwjY/00442_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/uVa3970fwjY/00444_video.mp4,data/processed/attempt2_standardized_subset/id04589/uVa3970fwjY/00444_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/uVa3970fwjY/00443_video.mp4,data/processed/attempt2_standardized_subset/id04589/uVa3970fwjY/00443_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/uVa3970fwjY/00445_video.mp4,data/processed/attempt2_standardized_subset/id04589/uVa3970fwjY/00445_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/uVa3970fwjY/00448_video.mp4,data/processed/attempt2_standardized_subset/id04589/uVa3970fwjY/00448_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/uVa3970fwjY/00446_video.mp4,data/processed/attempt2_standardized_subset/id04589/uVa3970fwjY/00446_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/N2o6zxGNcZg/00194_video.mp4,data/processed/attempt2_standardized_subset/id04589/N2o6zxGNcZg/00194_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/N2o6zxGNcZg/00192_video.mp4,data/processed/attempt2_standardized_subset/id04589/N2o6zxGNcZg/00192_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/N2o6zxGNcZg/00195_video.mp4,data/processed/attempt2_standardized_subset/id04589/N2o6zxGNcZg/00195_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/N2o6zxGNcZg/00190_video.mp4,data/processed/attempt2_standardized_subset/id04589/N2o6zxGNcZg/00190_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/N2o6zxGNcZg/00189_video.mp4,data/processed/attempt2_standardized_subset/id04589/N2o6zxGNcZg/00189_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00324_video.mp4,data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00324_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00311_video.mp4,data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00311_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00317_video.mp4,data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00317_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00322_video.mp4,data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00322_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00316_video.mp4,data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00316_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00323_video.mp4,data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00323_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00313_video.mp4,data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00313_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00320_video.mp4,data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00320_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00315_video.mp4,data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00315_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00318_video.mp4,data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00318_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00312_video.mp4,data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00312_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00321_video.mp4,data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00321_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00314_video.mp4,data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00314_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00319_video.mp4,data/processed/attempt2_standardized_subset/id04589/_DzjWRsm7jg/00319_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00243_video.mp4,data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00243_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00239_video.mp4,data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00239_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00234_video.mp4,data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00234_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00232_video.mp4,data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00232_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00242_video.mp4,data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00242_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00238_video.mp4,data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00238_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00235_video.mp4,data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00235_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00244_video.mp4,data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00244_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00233_video.mp4,data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00233_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00241_video.mp4,data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00241_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00236_video.mp4,data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00236_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00230_video.mp4,data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00230_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00240_video.mp4,data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00240_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00237_video.mp4,data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00237_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00231_video.mp4,data/processed/attempt2_standardized_subset/id04589/S11f6SoDw4o/00231_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/MTvgidAxj60/00186_video.mp4,data/processed/attempt2_standardized_subset/id04589/MTvgidAxj60/00186_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/MTvgidAxj60/00187_video.mp4,data/processed/attempt2_standardized_subset/id04589/MTvgidAxj60/00187_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/MTvgidAxj60/00188_video.mp4,data/processed/attempt2_standardized_subset/id04589/MTvgidAxj60/00188_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00040_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00040_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00037_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00037_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00046_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00046_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00031_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00031_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00041_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00041_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00036_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00036_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00047_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00047_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00030_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00030_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00038_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00038_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00042_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00042_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00035_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00035_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00044_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00044_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00033_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00033_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00039_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00039_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00043_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00043_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00034_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00034_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00045_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00045_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00048_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00048_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00032_video.mp4,data/processed/attempt2_standardized_subset/id04589/2fDH84lWlA4/00032_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/8hXqkPgHdyw/00110_video.mp4,data/processed/attempt2_standardized_subset/id04589/8hXqkPgHdyw/00110_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/8hXqkPgHdyw/00109_video.mp4,data/processed/attempt2_standardized_subset/id04589/8hXqkPgHdyw/00109_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/8hXqkPgHdyw/00111_video.mp4,data/processed/attempt2_standardized_subset/id04589/8hXqkPgHdyw/00111_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/9eEo4CwfpJM/00112_video.mp4,data/processed/attempt2_standardized_subset/id04589/9eEo4CwfpJM/00112_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/9eEo4CwfpJM/00113_video.mp4,data/processed/attempt2_standardized_subset/id04589/9eEo4CwfpJM/00113_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00023_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00023_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00016_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00016_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00009_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00009_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00028_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00028_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00010_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00010_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00025_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00025_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00022_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00022_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00017_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00017_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00029_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00029_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00011_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00011_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00024_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00024_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00019_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00019_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00014_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00014_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00021_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00021_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00027_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00027_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00012_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00012_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00018_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00018_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00015_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00015_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00020_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00020_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00026_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00026_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00013_video.mp4,data/processed/attempt2_standardized_subset/id04589/2KZpXa_R2Y0/00013_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/4w-ZSvvazek/00054_video.mp4,data/processed/attempt2_standardized_subset/id04589/4w-ZSvvazek/00054_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/4w-ZSvvazek/00059_video.mp4,data/processed/attempt2_standardized_subset/id04589/4w-ZSvvazek/00059_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/4w-ZSvvazek/00055_video.mp4,data/processed/attempt2_standardized_subset/id04589/4w-ZSvvazek/00055_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/4w-ZSvvazek/00058_video.mp4,data/processed/attempt2_standardized_subset/id04589/4w-ZSvvazek/00058_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/4w-ZSvvazek/00056_video.mp4,data/processed/attempt2_standardized_subset/id04589/4w-ZSvvazek/00056_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/4w-ZSvvazek/00057_video.mp4,data/processed/attempt2_standardized_subset/id04589/4w-ZSvvazek/00057_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/giL2LjX6-5g/00378_video.mp4,data/processed/attempt2_standardized_subset/id04589/giL2LjX6-5g/00378_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00397_video.mp4,data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00397_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00400_video.mp4,data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00400_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00396_video.mp4,data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00396_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00401_video.mp4,data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00401_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00402_video.mp4,data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00402_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00398_video.mp4,data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00398_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00404_video.mp4,data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00404_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00403_video.mp4,data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00403_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00399_video.mp4,data/processed/attempt2_standardized_subset/id04589/m7xrS-nrXv0/00399_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00347_video.mp4,data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00347_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00353_video.mp4,data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00353_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00336_video.mp4,data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00336_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00341_video.mp4,data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00341_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00352_video.mp4,data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00352_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00346_video.mp4,data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00346_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00337_video.mp4,data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00337_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00340_video.mp4,data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00340_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00348_video.mp4,data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00348_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00345_video.mp4,data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00345_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00351_video.mp4,data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00351_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00339_video.mp4,data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00339_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00343_video.mp4,data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00343_audio.wav,id04589
data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00349_video.mp4,data/processed/attempt2_standardized_subset/id04589/_QrOdNE4twM/00349_audio.wav,id04589
