filepath,speaker_id,utterance_id
data/raw/dev/mp4/id04589/lg6ATeWaihU/00391.mp4,id04589,lg6ATeWaihU
data/raw/dev/mp4/id04589/lg6ATeWaihU/00395.mp4,id04589,lg6ATeWaihU
data/raw/dev/mp4/id04589/lg6ATeWaihU/00394.mp4,id04589,lg6ATeWaihU
data/raw/dev/mp4/id04589/ntpwG9yp9Iw/00417.mp4,id04589,ntpwG9yp9Iw
data/raw/dev/mp4/id04589/ntpwG9yp9Iw/00416.mp4,id04589,ntpwG9yp9Iw
data/raw/dev/mp4/id04589/ntpwG9yp9Iw/00414.mp4,id04589,ntpwG9yp9Iw
data/raw/dev/mp4/id04589/ntpwG9yp9Iw/00415.mp4,id04589,ntpwG9yp9Iw
data/raw/dev/mp4/id04589/ntpwG9yp9Iw/00412.mp4,id04589,ntpwG9yp9Iw
data/raw/dev/mp4/id04589/ntpwG9yp9Iw/00413.mp4,id04589,ntpwG9yp9Iw
data/raw/dev/mp4/id04589/ntpwG9yp9Iw/00420.mp4,id04589,ntpwG9yp9Iw
data/raw/dev/mp4/id04589/ntpwG9yp9Iw/00418.mp4,id04589,ntpwG9yp9Iw
data/raw/dev/mp4/id04589/ntpwG9yp9Iw/00419.mp4,id04589,ntpwG9yp9Iw
data/raw/dev/mp4/id04589/roNeqgMb6hk/00438.mp4,id04589,roNeqgMb6hk
data/raw/dev/mp4/id04589/roNeqgMb6hk/00436.mp4,id04589,roNeqgMb6hk
data/raw/dev/mp4/id04589/roNeqgMb6hk/00437.mp4,id04589,roNeqgMb6hk
data/raw/dev/mp4/id04589/roNeqgMb6hk/00435.mp4,id04589,roNeqgMb6hk
data/raw/dev/mp4/id04589/roNeqgMb6hk/00434.mp4,id04589,roNeqgMb6hk
data/raw/dev/mp4/id04589/roNeqgMb6hk/00431.mp4,id04589,roNeqgMb6hk
data/raw/dev/mp4/id04589/roNeqgMb6hk/00433.mp4,id04589,roNeqgMb6hk
data/raw/dev/mp4/id04589/roNeqgMb6hk/00432.mp4,id04589,roNeqgMb6hk
data/raw/dev/mp4/id04589/mUrlTyNn4JI/00405.mp4,id04589,mUrlTyNn4JI
data/raw/dev/mp4/id04589/uVa3970fwjY/00448.mp4,id04589,uVa3970fwjY
data/raw/dev/mp4/id04589/uVa3970fwjY/00441.mp4,id04589,uVa3970fwjY
data/raw/dev/mp4/id04589/uVa3970fwjY/00442.mp4,id04589,uVa3970fwjY
data/raw/dev/mp4/id04589/uVa3970fwjY/00443.mp4,id04589,uVa3970fwjY
data/raw/dev/mp4/id04589/uVa3970fwjY/00447.mp4,id04589,uVa3970fwjY
data/raw/dev/mp4/id04589/uVa3970fwjY/00446.mp4,id04589,uVa3970fwjY
data/raw/dev/mp4/id04589/uVa3970fwjY/00444.mp4,id04589,uVa3970fwjY
data/raw/dev/mp4/id04589/uVa3970fwjY/00445.mp4,id04589,uVa3970fwjY
data/raw/dev/mp4/id04589/Lh93iEbwLYY/00185.mp4,id04589,Lh93iEbwLYY
data/raw/dev/mp4/id04589/N2o6zxGNcZg/00189.mp4,id04589,N2o6zxGNcZg
data/raw/dev/mp4/id04589/N2o6zxGNcZg/00191.mp4,id04589,N2o6zxGNcZg
data/raw/dev/mp4/id04589/N2o6zxGNcZg/00190.mp4,id04589,N2o6zxGNcZg
data/raw/dev/mp4/id04589/N2o6zxGNcZg/00192.mp4,id04589,N2o6zxGNcZg
data/raw/dev/mp4/id04589/N2o6zxGNcZg/00193.mp4,id04589,N2o6zxGNcZg
data/raw/dev/mp4/id04589/N2o6zxGNcZg/00196.mp4,id04589,N2o6zxGNcZg
data/raw/dev/mp4/id04589/N2o6zxGNcZg/00194.mp4,id04589,N2o6zxGNcZg
data/raw/dev/mp4/id04589/N2o6zxGNcZg/00195.mp4,id04589,N2o6zxGNcZg
data/raw/dev/mp4/id04589/_DzjWRsm7jg/00312.mp4,id04589,_DzjWRsm7jg
data/raw/dev/mp4/id04589/_DzjWRsm7jg/00313.mp4,id04589,_DzjWRsm7jg
data/raw/dev/mp4/id04589/_DzjWRsm7jg/00311.mp4,id04589,_DzjWRsm7jg
data/raw/dev/mp4/id04589/_DzjWRsm7jg/00314.mp4,id04589,_DzjWRsm7jg
data/raw/dev/mp4/id04589/_DzjWRsm7jg/00315.mp4,id04589,_DzjWRsm7jg
data/raw/dev/mp4/id04589/_DzjWRsm7jg/00317.mp4,id04589,_DzjWRsm7jg
data/raw/dev/mp4/id04589/_DzjWRsm7jg/00316.mp4,id04589,_DzjWRsm7jg
data/raw/dev/mp4/id04589/_DzjWRsm7jg/00324.mp4,id04589,_DzjWRsm7jg
data/raw/dev/mp4/id04589/_DzjWRsm7jg/00318.mp4,id04589,_DzjWRsm7jg
data/raw/dev/mp4/id04589/_DzjWRsm7jg/00319.mp4,id04589,_DzjWRsm7jg
data/raw/dev/mp4/id04589/_DzjWRsm7jg/00321.mp4,id04589,_DzjWRsm7jg
data/raw/dev/mp4/id04589/_DzjWRsm7jg/00320.mp4,id04589,_DzjWRsm7jg
data/raw/dev/mp4/id04589/_DzjWRsm7jg/00322.mp4,id04589,_DzjWRsm7jg
data/raw/dev/mp4/id04589/_DzjWRsm7jg/00323.mp4,id04589,_DzjWRsm7jg
data/raw/dev/mp4/id04589/S11f6SoDw4o/00239.mp4,id04589,S11f6SoDw4o
data/raw/dev/mp4/id04589/S11f6SoDw4o/00238.mp4,id04589,S11f6SoDw4o
data/raw/dev/mp4/id04589/S11f6SoDw4o/00230.mp4,id04589,S11f6SoDw4o
data/raw/dev/mp4/id04589/S11f6SoDw4o/00231.mp4,id04589,S11f6SoDw4o
data/raw/dev/mp4/id04589/S11f6SoDw4o/00233.mp4,id04589,S11f6SoDw4o
data/raw/dev/mp4/id04589/S11f6SoDw4o/00232.mp4,id04589,S11f6SoDw4o
data/raw/dev/mp4/id04589/S11f6SoDw4o/00236.mp4,id04589,S11f6SoDw4o
data/raw/dev/mp4/id04589/S11f6SoDw4o/00237.mp4,id04589,S11f6SoDw4o
data/raw/dev/mp4/id04589/S11f6SoDw4o/00235.mp4,id04589,S11f6SoDw4o
data/raw/dev/mp4/id04589/S11f6SoDw4o/00234.mp4,id04589,S11f6SoDw4o
data/raw/dev/mp4/id04589/S11f6SoDw4o/00244.mp4,id04589,S11f6SoDw4o
data/raw/dev/mp4/id04589/S11f6SoDw4o/00241.mp4,id04589,S11f6SoDw4o
data/raw/dev/mp4/id04589/S11f6SoDw4o/00240.mp4,id04589,S11f6SoDw4o
data/raw/dev/mp4/id04589/S11f6SoDw4o/00242.mp4,id04589,S11f6SoDw4o
data/raw/dev/mp4/id04589/S11f6SoDw4o/00243.mp4,id04589,S11f6SoDw4o
data/raw/dev/mp4/id04589/J-utDe2yjyY/00184.mp4,id04589,J-utDe2yjyY
data/raw/dev/mp4/id04589/J-utDe2yjyY/00183.mp4,id04589,J-utDe2yjyY
data/raw/dev/mp4/id04589/J-utDe2yjyY/00182.mp4,id04589,J-utDe2yjyY
data/raw/dev/mp4/id04589/J-utDe2yjyY/00180.mp4,id04589,J-utDe2yjyY
data/raw/dev/mp4/id04589/J-utDe2yjyY/00181.mp4,id04589,J-utDe2yjyY
data/raw/dev/mp4/id04589/MTvgidAxj60/00188.mp4,id04589,MTvgidAxj60
data/raw/dev/mp4/id04589/MTvgidAxj60/00186.mp4,id04589,MTvgidAxj60
data/raw/dev/mp4/id04589/MTvgidAxj60/00187.mp4,id04589,MTvgidAxj60
data/raw/dev/mp4/id04589/2fDH84lWlA4/00048.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00038.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00039.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00032.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00033.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00031.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00030.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00034.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00035.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00037.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00036.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00045.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00044.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00046.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00047.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00043.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00042.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00040.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/2fDH84lWlA4/00041.mp4,id04589,2fDH84lWlA4
data/raw/dev/mp4/id04589/8hXqkPgHdyw/00110.mp4,id04589,8hXqkPgHdyw
data/raw/dev/mp4/id04589/8hXqkPgHdyw/00111.mp4,id04589,8hXqkPgHdyw
data/raw/dev/mp4/id04589/8hXqkPgHdyw/00109.mp4,id04589,8hXqkPgHdyw
data/raw/dev/mp4/id04589/9eEo4CwfpJM/00113.mp4,id04589,9eEo4CwfpJM
data/raw/dev/mp4/id04589/9eEo4CwfpJM/00112.mp4,id04589,9eEo4CwfpJM
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00013.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00012.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00010.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00011.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00029.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00015.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00014.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00028.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00016.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00017.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00026.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00027.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00025.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00019.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00018.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00024.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00020.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00021.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00009.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00023.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/2KZpXa_R2Y0/00022.mp4,id04589,2KZpXa_R2Y0
data/raw/dev/mp4/id04589/4w-ZSvvazek/00058.mp4,id04589,4w-ZSvvazek
data/raw/dev/mp4/id04589/4w-ZSvvazek/00059.mp4,id04589,4w-ZSvvazek
data/raw/dev/mp4/id04589/4w-ZSvvazek/00057.mp4,id04589,4w-ZSvvazek
data/raw/dev/mp4/id04589/4w-ZSvvazek/00056.mp4,id04589,4w-ZSvvazek
data/raw/dev/mp4/id04589/4w-ZSvvazek/00054.mp4,id04589,4w-ZSvvazek
data/raw/dev/mp4/id04589/4w-ZSvvazek/00055.mp4,id04589,4w-ZSvvazek
data/raw/dev/mp4/id04589/giL2LjX6-5g/00378.mp4,id04589,giL2LjX6-5g
data/raw/dev/mp4/id04589/XxGO7iicwfk/00272.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/XxGO7iicwfk/00273.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/XxGO7iicwfk/00274.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/XxGO7iicwfk/00275.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/XxGO7iicwfk/00288.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/XxGO7iicwfk/00277.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/XxGO7iicwfk/00276.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/XxGO7iicwfk/00284.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/XxGO7iicwfk/00285.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/XxGO7iicwfk/00287.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/XxGO7iicwfk/00278.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/XxGO7iicwfk/00279.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/XxGO7iicwfk/00286.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/XxGO7iicwfk/00282.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/XxGO7iicwfk/00283.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/XxGO7iicwfk/00281.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/XxGO7iicwfk/00280.mp4,id04589,XxGO7iicwfk
data/raw/dev/mp4/id04589/Ql5tmyXxaaY/00219.mp4,id04589,Ql5tmyXxaaY
data/raw/dev/mp4/id04589/Ql5tmyXxaaY/00222.mp4,id04589,Ql5tmyXxaaY
data/raw/dev/mp4/id04589/Ql5tmyXxaaY/00221.mp4,id04589,Ql5tmyXxaaY
data/raw/dev/mp4/id04589/Ql5tmyXxaaY/00220.mp4,id04589,Ql5tmyXxaaY
data/raw/dev/mp4/id04589/FwKDYMQUeEM/00129.mp4,id04589,FwKDYMQUeEM
data/raw/dev/mp4/id04589/FwKDYMQUeEM/00131.mp4,id04589,FwKDYMQUeEM
data/raw/dev/mp4/id04589/FwKDYMQUeEM/00130.mp4,id04589,FwKDYMQUeEM
data/raw/dev/mp4/id04589/m7xrS-nrXv0/00403.mp4,id04589,m7xrS-nrXv0
data/raw/dev/mp4/id04589/m7xrS-nrXv0/00402.mp4,id04589,m7xrS-nrXv0
data/raw/dev/mp4/id04589/m7xrS-nrXv0/00399.mp4,id04589,m7xrS-nrXv0
data/raw/dev/mp4/id04589/m7xrS-nrXv0/00400.mp4,id04589,m7xrS-nrXv0
data/raw/dev/mp4/id04589/m7xrS-nrXv0/00401.mp4,id04589,m7xrS-nrXv0
data/raw/dev/mp4/id04589/m7xrS-nrXv0/00398.mp4,id04589,m7xrS-nrXv0
data/raw/dev/mp4/id04589/m7xrS-nrXv0/00404.mp4,id04589,m7xrS-nrXv0
data/raw/dev/mp4/id04589/m7xrS-nrXv0/00396.mp4,id04589,m7xrS-nrXv0
data/raw/dev/mp4/id04589/m7xrS-nrXv0/00397.mp4,id04589,m7xrS-nrXv0
data/raw/dev/mp4/id04589/_QrOdNE4twM/00339.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00338.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00348.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00349.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00344.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00350.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00351.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00345.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00353.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00347.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00346.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00352.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00342.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00343.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00341.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00340.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00336.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/_QrOdNE4twM/00337.mp4,id04589,_QrOdNE4twM
data/raw/dev/mp4/id04589/nX5lacqb6XY/00411.mp4,id04589,nX5lacqb6XY
data/raw/dev/mp4/id04589/nX5lacqb6XY/00410.mp4,id04589,nX5lacqb6XY
data/raw/dev/mp4/id04589/nX5lacqb6XY/00409.mp4,id04589,nX5lacqb6XY
data/raw/dev/mp4/id04589/8JspCagDwao/00107.mp4,id04589,8JspCagDwao
data/raw/dev/mp4/id04589/8JspCagDwao/00106.mp4,id04589,8JspCagDwao
data/raw/dev/mp4/id04589/7lPg1fUgTXQ/00104.mp4,id04589,7lPg1fUgTXQ
data/raw/dev/mp4/id04589/7lPg1fUgTXQ/00105.mp4,id04589,7lPg1fUgTXQ
data/raw/dev/mp4/id04589/7lPg1fUgTXQ/00098.mp4,id04589,7lPg1fUgTXQ
data/raw/dev/mp4/id04589/7lPg1fUgTXQ/00099.mp4,id04589,7lPg1fUgTXQ
data/raw/dev/mp4/id04589/7lPg1fUgTXQ/00102.mp4,id04589,7lPg1fUgTXQ
data/raw/dev/mp4/id04589/7lPg1fUgTXQ/00103.mp4,id04589,7lPg1fUgTXQ
data/raw/dev/mp4/id04589/7lPg1fUgTXQ/00101.mp4,id04589,7lPg1fUgTXQ
data/raw/dev/mp4/id04589/7lPg1fUgTXQ/00100.mp4,id04589,7lPg1fUgTXQ
data/raw/dev/mp4/id04589/7lPg1fUgTXQ/00092.mp4,id04589,7lPg1fUgTXQ
data/raw/dev/mp4/id04589/7lPg1fUgTXQ/00093.mp4,id04589,7lPg1fUgTXQ
data/raw/dev/mp4/id04589/7lPg1fUgTXQ/00094.mp4,id04589,7lPg1fUgTXQ
data/raw/dev/mp4/id04589/7lPg1fUgTXQ/00095.mp4,id04589,7lPg1fUgTXQ
data/raw/dev/mp4/id04589/7lPg1fUgTXQ/00097.mp4,id04589,7lPg1fUgTXQ
data/raw/dev/mp4/id04589/7lPg1fUgTXQ/00096.mp4,id04589,7lPg1fUgTXQ
data/raw/dev/mp4/id04589/sZyPBHfIQfc/00439.mp4,id04589,sZyPBHfIQfc
data/raw/dev/mp4/id04589/sZyPBHfIQfc/00440.mp4,id04589,sZyPBHfIQfc
data/raw/dev/mp4/id04589/8ZOKgrK21fY/00108.mp4,id04589,8ZOKgrK21fY
data/raw/dev/mp4/id04589/oTVn8Mwwp-o/00422.mp4,id04589,oTVn8Mwwp-o
data/raw/dev/mp4/id04589/oTVn8Mwwp-o/00421.mp4,id04589,oTVn8Mwwp-o
data/raw/dev/mp4/id04589/nWrdJad11kE/00406.mp4,id04589,nWrdJad11kE
data/raw/dev/mp4/id04589/nWrdJad11kE/00407.mp4,id04589,nWrdJad11kE
data/raw/dev/mp4/id04589/nWrdJad11kE/00408.mp4,id04589,nWrdJad11kE
data/raw/dev/mp4/id04589/4dBkD-ZDnO0/00051.mp4,id04589,4dBkD-ZDnO0
data/raw/dev/mp4/id04589/4dBkD-ZDnO0/00052.mp4,id04589,4dBkD-ZDnO0
data/raw/dev/mp4/id04589/4dBkD-ZDnO0/00053.mp4,id04589,4dBkD-ZDnO0
data/raw/dev/mp4/id04589/0qcnjtoeOJg/00006.mp4,id04589,0qcnjtoeOJg
data/raw/dev/mp4/id04589/0qcnjtoeOJg/00004.mp4,id04589,0qcnjtoeOJg
data/raw/dev/mp4/id04589/0qcnjtoeOJg/00005.mp4,id04589,0qcnjtoeOJg
data/raw/dev/mp4/id04589/0qcnjtoeOJg/00001.mp4,id04589,0qcnjtoeOJg
data/raw/dev/mp4/id04589/0qcnjtoeOJg/00002.mp4,id04589,0qcnjtoeOJg
data/raw/dev/mp4/id04589/0qcnjtoeOJg/00003.mp4,id04589,0qcnjtoeOJg
data/raw/dev/mp4/id04589/RVhg6ViZpHA/00228.mp4,id04589,RVhg6ViZpHA
